name,address,school_type,都道府県
ドルトン東京学園中等部,東京都調布市入間町二丁目２８番２０号,私立,東京都
日本大学第三中学校,東京都町田市図師町１１－２３７５,私立,東京都
和光中学校,東京都町田市真光寺町１２９１,私立,東京都
桜美林中学校,東京都町田市常盤町３７５８,私立,東京都
玉川学園中学部,東京都町田市玉川学園６－１－１,私立,東京都
武蔵野東中学校,東京都小金井市緑町２－６－４,私立,東京都
東京電機大学中学校,東京都小金井市梶野町４－８－１,私立,東京都
中央大学附属中学校,東京都小金井市貫井北町３－２２－１,私立,東京都
サレジオ中学校,東京都小平市上水南町４－７－１,私立,東京都
創価中学校,東京都小平市小川町１－８６０,私立,東京都
白梅学園清修中学校,東京都小平市小川町１－８３０,私立,東京都
明法中学校,東京都東村山市富士見町２－４－１２,私立,東京都
明治学院中学校,東京都東村山市富士見町１－１２－３,私立,東京都
日本体育大学桜華中学校,東京都東村山市富士見町２－５－１,私立,東京都
早稲田大学系属早稲田実業学校中等部,東京都国分寺市本町１－２－１,私立,東京都
国立音楽大学附属中学校,東京都国立市西２－１２－１９,私立,東京都
桐朋中学校,東京都国立市中３－１－１０,私立,東京都
東星学園中学校,東京都清瀬市梅園３－１４－４７,私立,東京都
自由学園男子部中等科,東京都東久留米市学園町１－８－１５,私立,東京都
自由学園中等部,東京都東久留米市学園町１－８－１５,私立,東京都
多摩大学附属聖ヶ丘中学校,東京都多摩市聖ヶ丘４－１－１,私立,東京都
大妻多摩中学校,東京都多摩市唐木田２－７－１,私立,東京都
駒沢学園女子中学校,東京都稲城市坂浜２３８,私立,東京都
東海大学菅生高等学校中等部,東京都あきる野市菅生１４６８,私立,東京都
文華女子中学校,東京都西東京市西原町４－５－８５,私立,東京都
武蔵野大学中学校,東京都西東京市新町１－１－２０,私立,東京都
聖ヨゼフ学園中学校,神奈川県横浜市鶴見区東寺尾北台１１－１,私立,神奈川県
橘学苑中学校,神奈川県横浜市鶴見区獅子ヶ谷１－１０－３５,私立,神奈川県
鶴見大学附属中学校,神奈川県横浜市鶴見区鶴見２－２－１,私立,神奈川県
浅野中学校,神奈川県横浜市神奈川区子安台１－３－１,私立,神奈川県
神奈川学園中学校,神奈川県横浜市神奈川区沢渡１８,私立,神奈川県
横浜創英中学校,神奈川県横浜市神奈川区西大口２８,私立,神奈川県
捜真女学校中学部,神奈川県横浜市神奈川区中丸８,私立,神奈川県
聖光学院中学校,神奈川県横浜市中区滝之上１００,私立,神奈川県
フェリス女学院中学校,神奈川県横浜市中区山手町１７８,私立,神奈川県
横浜共立学園中学校,神奈川県横浜市中区山手町２１２,私立,神奈川県
横浜女学院中学校,神奈川県横浜市中区山手町２０３,私立,神奈川県
横浜雙葉中学校,神奈川県横浜市中区山手町８８,私立,神奈川県
関東学院中学校,神奈川県横浜市南区三春台４,私立,神奈川県
青山学院横浜英和中学校,神奈川県横浜市南区蒔田町１２４,私立,神奈川県
横浜清風中学校,神奈川県横浜市保土ケ谷区岩井町４４７,私立,神奈川県
横浜学園中学校,神奈川県横浜市磯子区岡村２－４－１,私立,神奈川県
関東学院六浦中学校,神奈川県横浜市金沢区六浦東１－５０－１,私立,神奈川県
横浜中学校,神奈川県横浜市金沢区能見台通４７－１,私立,神奈川県
慶應義塾普通部,神奈川県横浜市港北区日吉本町１－４５－１,私立,神奈川県
日本大学中学校,神奈川県横浜市港北区箕輪町２－９－１,私立,神奈川県
武相中学校,神奈川県横浜市港北区仲手原２－３４－１,私立,神奈川県
公文国際学園中等部,神奈川県横浜市戸塚区小雀町７７７,私立,神奈川県
山手学院中学校,神奈川県横浜市栄区上郷町４６０,私立,神奈川県
星槎中学校,神奈川県横浜市緑区霧が丘６－１３,私立,神奈川県
横浜富士見丘学園中学校,神奈川県横浜市旭区中沢１－２４－１,私立,神奈川県
森村学園中等部,神奈川県横浜市緑区長津田町２６９５,私立,神奈川県
神奈川大学附属中学校,神奈川県横浜市緑区台村町８００,私立,神奈川県
横浜翠陵中学校,神奈川県横浜市緑区三保町１,私立,神奈川県
横浜隼人中学校,神奈川県横浜市瀬谷区阿久和南１－３－１,私立,神奈川県
桐蔭学園中学校,神奈川県横浜市青葉区鉄町１６１４,私立,神奈川県
サレジオ学院中学校,神奈川県横浜市都筑区南山田３－４３－１,私立,神奈川県
中央大学附属横浜中学校,神奈川県横浜市都筑区牛久保東１－１４－１,私立,神奈川県
大西学園中学校,神奈川県川崎市中原区小杉町２－２８４,私立,神奈川県
法政大学第二中学校,神奈川県川崎市中原区木月大町６－１,私立,神奈川県
洗足学園中学校,神奈川県川崎市高津区久本２－３－１,私立,神奈川県
カリタス女子中学校,神奈川県川崎市多摩区中野島４－６－１,私立,神奈川県
日本女子大学附属中学校,神奈川県川崎市多摩区西生田１－１－１,私立,神奈川県
桐光学園中学校,神奈川県川崎市麻生区栗木３－１２－１,私立,神奈川県
シュタイナー学園中等部,神奈川県相模原市緑区名倉２８０５－１,私立,神奈川県
相模女子大学中学部,神奈川県相模原市南区文京２－１－１,私立,神奈川県
東海大学付属相模高等学校中等部,神奈川県相模原市南区相南３－３３－１,私立,神奈川県
緑ヶ丘女子中学校,神奈川県横須賀市緑が丘３９,私立,神奈川県
横須賀学院中学校,神奈川県横須賀市稲岡町８２,私立,神奈川県
平塚学園中学校,神奈川県平塚市松風町５－２２,私立,神奈川県
栄光学園中学校,神奈川県鎌倉市玉縄４－１－１,私立,神奈川県
鎌倉学園中学校,神奈川県鎌倉市山ノ内１１０,私立,神奈川県
鎌倉女学院中学校,神奈川県鎌倉市由比ガ浜２－１０－４,私立,神奈川県
北鎌倉女子学園中学校,神奈川県鎌倉市山ノ内９１３,私立,神奈川県
鎌倉女子大学中等部,神奈川県鎌倉市岩瀬１４２０,私立,神奈川県
清泉女学院中学校,神奈川県鎌倉市城廻２００,私立,神奈川県
湘南学園中学校,神奈川県藤沢市鵠沼松が岡３－４－２７,私立,神奈川県
湘南白百合学園中学校,神奈川県藤沢市片瀬目白山４－１,私立,神奈川県
聖園女学院中学校,神奈川県藤沢市みその台１－４,私立,神奈川県
慶應義塾湘南藤沢中等部,神奈川県藤沢市遠藤５４６６,私立,神奈川県
藤嶺学園藤沢中学校,神奈川県藤沢市西富１－７－１,私立,神奈川県
日本大学藤沢中学校,神奈川県藤沢市亀井野１８６６,私立,神奈川県
相洋中学校,神奈川県小田原市城山４－１３－３３,私立,神奈川県
湘南ライナス学園中学部,神奈川県小田原市風祭４８７－１,私立,神奈川県
アレセイア湘南中学校,神奈川県茅ヶ崎市富士見町５－２,私立,神奈川県
聖和学院中学校,神奈川県逗子市久木２－２－１,私立,神奈川県
逗子開成中学校,神奈川県逗子市新宿２－５－１,私立,神奈川県
聖セシリア女子中学校,神奈川県大和市南林間３－１０－１,私立,神奈川県
聖ステパノ学園中学校,神奈川県中郡大磯町大磯８６８,私立,神奈川県
函嶺白百合学園中学校,神奈川県足柄下郡箱根町強羅１３２０,私立,神奈川県
新潟第一中学校,新潟県新潟市中央区関新３丁目３番１号,私立,新潟県
新潟明訓中学校,新潟県新潟市江南区北山１０３７番地,私立,新潟県
新潟清心女子中学校,新潟県新潟市西区五十嵐１の町６３７０番地,私立,新潟県
帝京長岡中学校,新潟県長岡市住吉３丁目９番１号,私立,新潟県
片山学園中学校,富山県富山市東黒牧１０番地,私立,富山県
北陸学院中学校,石川県金沢市飛梅町１番１０号,私立,石川県
星稜中学校,石川県金沢市小坂町南２０６,私立,石川県
金沢学院大学附属中学校,石川県金沢市末町１０番地,私立,石川県
金沢龍谷高等学校中等部,石川県金沢市上安原町１６９番地の１,私立,石川県
叡明館（中等部）,石川県白山市長島町１００１,私立,石川県
敦賀気比高等学校付属中学校,福井県敦賀市沓見１６４－１,私立,福井県
福井工業大学附属福井中学校,福井県福井市学園３－６－１,私立,福井県
北陸中学校,福井県福井市福井市文京１－８－１,私立,福井県
かつやま子どもの村中学校,福井県勝山市北谷町河合５－３,私立,福井県
山梨英和中学校,山梨県甲府市愛宕町１１２,私立,山梨県
甲府湯田中学校,山梨県甲府市青沼３丁目１０－１,私立,山梨県
駿台甲府中学校,山梨県甲府市塩部２－８－１,私立,山梨県
山梨学院中学校,山梨県甲府市酒折３－３－１,私立,山梨県
日本航空高等学校附属中学校,山梨県甲斐市宇津谷４４５番地,私立,山梨県
富士学苑中学校,山梨県富士吉田市下吉田３丁目２８－１９,私立,山梨県
南アルプス子どもの村中学校,山梨県南アルプス市徳永１７１７,私立,山梨県
素和美中学校,山梨県南都留郡富士河口湖町小立５９３１,私立,山梨県
長野日本大学中学校,長野県長野市大字東和田字中道２５３－３,私立,長野県
グリーン・ヒルズ中学校,長野県長野市大字富田１－５３１,私立,長野県
長野清泉女学院中学校,長野県長野市箱清水１－９－１９,私立,長野県
文化学園長野中学校,長野県長野市上千田１４１,私立,長野県
才教学園中学校,長野県松本市村井町北２－１４－４７,私立,長野県
松本国際中学校,長野県松本市村井町南３丁目６番１８号,私立,長野県
佐久長聖中学校,長野県佐久市岩村田３６３８,私立,長野県
大日向中学校,長野県南佐久郡佐久穂町大字大日向字上滝平１１１０番地１,私立,長野県
どんぐり向方中学校,長野県下伊那郡天龍村神原３９７４,私立,長野県
鶯谷中学校,岐阜県岐阜市鴬谷町７,私立,岐阜県
岐阜東中学校,岐阜県岐阜市野一色４丁目１７番１号,私立,岐阜県
岐阜聖徳学園大学附属中学校,岐阜県岐阜市柳津町高桑西１－１,私立,岐阜県
聖マリア女学院中学校,岐阜県岐阜市福富２０１番地,私立,岐阜県
多治見西高等学校附属中学校,岐阜県多治見市明和町１丁目１８番地,私立,岐阜県
麗澤瑞浪中学校,岐阜県瑞浪市稲津町萩原１６６１,私立,岐阜県
美濃加茂中学校,岐阜県美濃加茂市本郷町７－６－６０,私立,岐阜県
帝京大学可児中学校,岐阜県可児市桂ケ丘１－１,私立,岐阜県
西濃学園中学校,岐阜県揖斐郡揖斐川町東横山１０７０,私立,岐阜県
不二聖心女子学院中学校,静岡県裾野市桃園１９８,私立,静岡県
加藤学園暁秀中学校,静岡県沼津市岡宮字中見代１３６１－１,私立,静岡県
清水国際中学校,静岡県静岡市清水区天神１－４－１,私立,静岡県
静岡サレジオ中学校,静岡県静岡市清水区中之郷３－２－１,私立,静岡県
東海大学付属静岡翔洋高等学校中等部,静岡県静岡市清水区折戸３－２０－１,私立,静岡県
静岡大成中学校,静岡県静岡市葵区鷹匠２－４－１８,私立,静岡県
静岡英和女学院中学校,静岡県静岡市葵区西草深町８－１,私立,静岡県
静岡雙葉中学校,静岡県静岡市葵区追手町１０－７１,私立,静岡県
城南静岡中学校,静岡県静岡市駿河区南八幡町１－１,私立,静岡県
常葉大学附属常葉中学校,静岡県静岡市葵区水落町１番３０号,私立,静岡県
常葉大学附属橘中学校,静岡県静岡市葵区瀬名２－１－１,私立,静岡県
静岡県西遠女子学園中学校,静岡県浜松市中央区佐藤三丁目２０－１,私立,静岡県
浜松開誠館中学校,静岡県浜松市中央区松城町２０７－２,私立,静岡県
浜松修学舎中学校,静岡県浜松市中央区向宿２－２０－１,私立,静岡県
静岡聖光学院中学校,静岡県静岡市駿河区小鹿１４４０番地,私立,静岡県
静岡学園中学校,静岡県静岡市葵区東鷹匠町２５,私立,静岡県
浜松日体中学校,静岡県浜松市中央区半田山３－３０－１,私立,静岡県
日本大学三島中学校,静岡県三島市文教町２－３１－１４５,私立,静岡県
藤枝順心中学校,静岡県藤枝市前島２－３－１,私立,静岡県
藤枝明誠中学校,静岡県藤枝市大洲２－２－１,私立,静岡県
常葉大学附属菊川中学校,静岡県菊川市半済１５５０,私立,静岡県
磐田東中学校,静岡県磐田市見付１８０－５,私立,静岡県
浜松学院中学校,静岡県浜松市中央区高林１－１７－２,私立,静岡県
浜松学芸中学校,静岡県浜松市中央区下池川町３４－３,私立,静岡県
聖隷クリストファー中学校,静岡県浜松市中央区三方原町３４５３,私立,静岡県
静岡北中学校,静岡県静岡市葵区瀬名５－１４－１,私立,静岡県
星陵中学校,静岡県富士宮市星山１０６８,私立,静岡県
静岡県富士見中学校,静岡県富士市平垣町１－１,私立,静岡県
愛知中学校,愛知県名古屋市千種区光が丘２－１１－４１,私立,愛知県
椙山女学園中学校,愛知県名古屋市千種区山添町２－２,私立,愛知県
愛知工業大学名電中学校,愛知県名古屋市千種区若水３－２－１２,私立,愛知県
愛知淑徳中学校,愛知県名古屋市千種区桜が丘２３,私立,愛知県
名古屋経済大学市邨中学校,愛知県名古屋市千種区北千種３－１－３７,私立,愛知県
金城学院中学校,愛知県名古屋市東区白壁３－２４－６７,私立,愛知県
東海中学校,愛知県名古屋市東区筒井１－２－３５,私立,愛知県
名古屋中学校,愛知県名古屋市東区砂田橋二丁目１－５８,私立,愛知県
星槎名古屋中学校,愛知県名古屋市中村区名駅南四丁目６番３８号,私立,愛知県
南山中学校,愛知県名古屋市昭和区五軒家町６,私立,愛知県
名古屋国際中学校,愛知県名古屋市昭和区広路本町１ー１６,私立,愛知県
名古屋女子大学中学校,愛知県名古屋市瑞穂区汐路町４－２１,私立,愛知県
名古屋経済大学高蔵中学校,愛知県名古屋市瑞穂区高田町３－２８－１,私立,愛知県
大成中学校,愛知県一宮市千秋町小山字大福田１８７８－２,私立,愛知県
聖霊中学校,愛知県瀬戸市せいれい町２,私立,愛知県
愛知産業大学三河中学校,愛知県岡崎市岡町原山１２－１０,私立,愛知県
人間環境大学附属岡崎中学校,愛知県岡崎市稲熊町３の１１０,私立,愛知県
中部大学春日丘中学校,愛知県春日井市松本町１１０５,私立,愛知県
南山国際中学校,愛知県豊田市亀首町八ッ口洞１３番地４５,私立,愛知県
滝中学校,愛知県江南市東野町米野１,私立,愛知県
星城中学校,愛知県豊明市栄町新左山１－３１９,私立,愛知県
清林館中学校,愛知県愛西市持中町八町８８番地,私立,愛知県
高田中学校,三重県津市一身田町２８４３,私立,三重県
セントヨゼフ女子学園中学校,三重県津市半田１３３０,私立,三重県
暁中学校,三重県四日市市萱生町２３８番地,私立,三重県
四日市メリノール学院中学校,三重県四日市市平尾町２８００,私立,三重県
皇學館中学校,三重県伊勢市楠部町１３８,私立,三重県
三重中学校,三重県松阪市久保町１２３２,私立,三重県
津田学園中学校,三重県桑名市野田５－３－１２,私立,三重県
